,0,1,2,3,4,5
393,1.97,0.09,0.09,3.35e-08,-0.00052072,0.000539789
394,1.975,0.09,0.09,3.26e-08,-0.000519172,0.00053823
395,1.98,0.09,0.09,3.18e-08,-0.000517596,0.00053664
396,1.985,0.09,0.09,3.09e-08,-0.000515989,0.0005350169999999999
397,1.99,0.09,0.09,3.02e-08,-0.000514352,0.00053336
398,1.995,0.09,0.09,2.97e-08,-0.000512686,0.0005316709999999999
399,2.0,0.09,0.09,2.91e-08,-0.00051099,0.00052995
400,2.005,0.09,0.09,2.78e-08,-0.000509271,0.000528203
401,2.01,0.09,0.09,2.93e-08,-0.00050752,0.000526419
402,2.015,0.09,0.09,2.97e-08,-0.000505737,0.000524601
403,2.02,0.09,0.09,2.83e-08,-0.000503919,0.000522747
404,2.025,0.09,0.09,2.73e-08,-0.000502067,0.000520856
405,2.03,0.09,0.09,2.65e-08,-0.00050018,0.000518927
406,2.035,0.09,0.09,2.6e-08,-0.000498259,0.000516959
407,2.04,0.09,0.09,2.55e-08,-0.000496301,0.0005149530000000001
408,2.045,0.09,0.09,2.51e-08,-0.000494309,0.000512909
409,2.05,0.09,0.09,2.48e-08,-0.000492282,0.000510826
410,2.055,0.09,0.09,2.4e-08,-0.000490219,0.0005087059999999999
411,2.06,0.09,0.09,2.35e-08,-0.000488122,0.000506547
412,2.065,0.09,0.09,2.33e-08,-0.000485989,0.000504349
413,2.07,0.09,0.09,2.3e-08,-0.000483818,0.00050211
414,2.075,0.09,0.09,2.28e-08,-0.000481609,0.00049983
415,2.08,0.09,0.09,2.25e-08,-0.00047936,0.000497507
416,2.085,0.09,0.09,6.92e-08,-0.000477094,0.000495117
417,2.09,0.09,0.09,7.07e-08,-0.000474769,0.000492709
418,2.095,0.09,0.09,2.44e-08,-0.000472389,0.000490289
419,2.1,0.09,0.09,7e-08,-0.000470019,0.000487785
420,2.105,0.09,0.09,6.83e-08,-0.000467581,0.000485258
421,2.11,0.09,0.09,6.78e-08,-0.0004651,0.00048268199999999996
422,2.115,0.09,0.09,6.85e-08,-0.000462578,0.000480061
423,2.12,0.09,0.09,6.89e-08,-0.000460016,0.000477395
424,2.125,0.09,0.09,6.77e-08,-0.000457413,0.000474688
425,2.13,0.09,0.09,6.65e-08,-0.00045477,0.000471936
426,2.135,0.09,0.09,6.63e-08,-0.000452086,0.00046913900000000004
427,2.14,0.09,0.09,6.75e-08,-0.000449362,0.00046629699999999996
428,2.145,0.09,0.09,6.77e-08,-0.000446597,0.000463411
429,2.15,0.09,0.09,6.88e-08,-0.00044379,0.000460478
430,2.155,0.09,0.09,6.87e-08,-0.000440939,0.0004575
431,2.16,0.09,0.09,6.86e-08,-0.000438045,0.000454474
432,2.165,0.09,0.09,6.91e-08,-0.000435107,0.000451399
433,2.17,0.09,0.09,7.01e-08,-0.000432123,0.000448274
434,2.175,0.09,0.09,7.09e-08,-0.000429096,0.000445103
435,2.18,0.09,0.09,7.1e-08,-0.000426023,0.000441882
436,2.185,0.09,0.09,7.1e-08,-0.000422904,0.00043861199999999995
437,2.19,0.09,0.09,7.05e-08,-0.000419738,0.00043529
438,2.195,0.09,0.09,6.85e-08,-0.000416524,0.000431919
439,2.2,0.09,0.09,6.89e-08,-0.000413263,0.000428494
440,2.205,0.09,0.09,6.97e-08,-0.000409953,0.000425015
441,2.21,0.09,0.09,7.03e-08,-0.000406592,0.000421482
442,2.215,0.09,0.09,7.63e-08,-0.000403197,0.000417905
443,2.22,0.09,0.09,7.72e-08,-0.000399763,0.00041428900000000003
444,2.225,0.09,0.09,7.69e-08,-0.000396288,0.00041063
445,2.23,0.09,0.09,7.42e-08,-0.000392765,0.000406921
446,2.235,0.09,0.09,7.11e-08,-0.000389185,0.00040315
447,2.24,0.09,0.09,7.15e-08,-0.000385553,0.000399321
448,2.245,0.09,0.09,7.19e-08,-0.000381868,0.00039543300000000005
449,2.25,0.09,0.09,7.28e-08,-0.000378129,0.000391487
450,2.255,0.09,0.09,7.4e-08,-0.000374341,0.000387488
451,2.26,0.09,0.09,7.59e-08,-0.000370504,0.000383434
452,2.265,0.09,0.09,2.57e-08,-0.000366591,0.00037935
453,2.27,0.09,0.09,2.59e-08,-0.000362647,0.00037518199999999995
454,2.275,0.09,0.09,2.58e-08,-0.000358642,0.00037094900000000003
455,2.28,0.09,0.09,2.57e-08,-0.000354583,0.000366656
456,2.285,0.09,0.09,2.56e-08,-0.000350467,0.00036230400000000003
457,2.29,0.09,0.09,2.58e-08,-0.000346298,0.00035789199999999995
458,2.295,0.09,0.09,2.57e-08,-0.000342073,0.00035342
459,2.3,0.09,0.09,2.55e-08,-0.000337792,0.000348887
460,2.305,0.09,0.09,7.28e-08,-0.000333476,0.000344268
461,2.31,0.09,0.09,2.58e-08,-0.000329059,0.000339635
462,2.315,0.09,0.09,2.5e-08,-0.000324605,0.000334916
463,2.32,0.09,0.09,2.53e-08,-0.000320094,0.000330134
464,2.325,0.09,0.09,2.54e-08,-0.000315527,0.000325294
465,2.33,0.09,0.09,2.54e-08,-0.000310905,0.000320397
466,2.335,0.09,0.09,2.52e-08,-0.000306226,0.00031544099999999996
467,2.34,0.09,0.09,2.53e-08,-0.000301491,0.000310427
468,2.345,0.09,0.09,2.53e-08,-0.000296701,0.00030535400000000003
469,2.35,0.09,0.09,2.46e-08,-0.000291854,0.000300222
470,2.355,0.09,0.09,2.48e-08,-0.00028695,0.00029502900000000004
471,2.36,0.09,0.09,2.55e-08,-0.000281991,0.000289778
472,2.365,0.09,0.09,2.55e-08,-0.000276976,0.000284468
473,2.37,0.09,0.09,2.54e-08,-0.000271904,0.000279098
474,2.375,0.09,0.09,3.17e-08,-0.000266798,0.000273683
475,2.38,0.09,0.09,3.15e-08,-0.000261648,0.000268227
476,2.385,0.09,0.09,3.11e-08,-0.000256455,0.00026272400000000004
477,2.39,0.09,0.09,3.1e-08,-0.000251219,0.000257174
478,2.395,0.09,0.09,2.48e-08,-0.000245916,0.000251559
479,2.4,0.09,0.09,2.43e-08,-0.000240553,0.00024587299999999997
480,2.405,0.09,0.09,2.42e-08,-0.000235127,0.000240119
481,2.41,0.09,0.09,2.39e-08,-0.000229635,0.000234295
482,2.415,0.09,0.09,2.48e-08,-0.000224083,0.000228404
483,2.42,0.09,0.09,2.26e-08,-0.000218461,0.000222442
484,2.425,0.09,0.09,2.11e-08,-0.000212769,0.000216403
485,2.43,0.09,0.09,2.36e-08,-0.000207017,0.000210294
486,2.435,0.09,0.09,2.44e-08,-0.000201203,0.00020412
487,2.44,0.09,0.09,2.42e-08,-0.000195329,0.00019788099999999998
488,2.445,0.09,0.09,2.43e-08,-0.000189394,0.000191577
489,2.45,0.09,0.09,2.21e-08,-0.000183391,0.000185203
490,2.455,0.09,0.09,2.5e-08,-0.000177333,0.000178763
491,2.46,0.09,0.09,2.47e-08,-0.000171215,0.00017225900000000002
492,2.465,0.09,0.09,2.42e-08,-0.000165037,0.00016569
493,2.47,0.09,0.09,2.39e-08,-0.000158799,0.00015905299999999998
494,2.475,0.09,0.09,2.36e-08,-0.000152499,0.00015234799999999999
495,2.48,0.09,0.09,2.33e-08,-0.000146138,0.000145575
496,2.485,0.09,0.09,2.28e-08,-0.000139714,0.000138732
497,2.49,0.09,0.09,2.27e-08,-0.000133227,0.000131817
498,2.495,0.09,0.09,2.28e-08,-0.000126674,0.000124829
499,2.5,0.09,0.09,2.4e-08,-0.000120059,0.00011777
500,2.505,0.09,0.09,2.43e-08,-0.000113383,0.000110642
501,2.51,0.09,0.09,2.55e-08,-0.000106646,0.000103445
502,2.515,0.09,0.09,2.47e-08,-9.9847e-05,9.617780000000001e-05
503,2.52,0.09,0.09,2.44e-08,-9.29834e-05,8.883790000000001e-05
504,2.525,0.09,0.09,2.44e-08,-8.60498e-05,8.14209e-05
505,2.53,0.09,0.09,2.45e-08,-7.90479e-05,7.392770000000001e-05
506,2.535,0.09,0.09,2.45e-08,-7.19775e-05,6.6358e-05
507,2.54,0.09,0.09,2.46e-08,-6.48385e-05,5.8711099999999994e-05
508,2.545,0.09,0.09,2.47e-08,-5.76312e-05,5.09869e-05
509,2.55,0.09,0.09,2.48e-08,-5.03555e-05,4.31846e-05
510,2.555,0.09,0.09,2.48e-08,-4.30156e-05,3.53082e-05
511,2.56,0.09,0.09,2.48e-08,-3.56117e-05,2.73575e-05
512,2.565,0.09,0.09,2.45e-08,-2.8142e-05,1.93305e-05
513,2.57,0.09,0.09,2.51e-08,-2.06096e-05,1.12285e-05
514,2.575,0.09,0.09,2.63e-08,-1.30181e-05,3.0552299999999995e-06
515,2.58,0.09,0.09,2.69e-08,-5.3678e-06,-5.18835e-06
516,2.585,0.09,0.09,2.67e-08,2.34104e-06,-1.3502e-05
517,2.59,0.09,0.09,2.45e-08,1.01083e-05,-2.18854e-05
518,2.595,0.09,0.09,2.9e-08,1.79122e-05,-3.0325e-05
519,2.6,0.09,0.09,2.92e-08,2.57565e-05,-3.88137e-05
520,2.605,0.09,0.09,3.22e-08,3.36327e-05,-4.73495e-05
521,2.61,0.09,0.09,3.21e-08,4.15305e-05,-5.5917e-05
522,2.615,0.09,0.09,2.86e-08,4.94678e-05,-6.45336e-05
523,2.62,0.09,0.09,2.45e-08,5.74504e-05,-7.32075e-05
524,2.625,0.09,0.09,2.68e-08,6.54696e-05,-8.19372e-05
525,2.63,0.09,0.09,2.68e-08,7.35279e-05,-9.071719999999999e-05
526,2.635,0.09,0.09,2.67e-08,8.16241e-05,-9.954870000000001e-05
527,2.64,0.09,0.09,2.71e-08,8.9755e-05,-0.000108429
528,2.645,0.09,0.09,2.74e-08,9.79179e-05,-0.000117354
529,2.65,0.09,0.09,2.82e-08,0.000106109,-0.00012632
530,2.655,0.09,0.09,2.77e-08,0.000114331,-0.000135328
531,2.66,0.09,0.09,2.68e-08,0.000122583,-0.00014437600000000001
532,2.665,0.09,0.09,2.63e-08,0.000130864,-0.000153466
533,2.67,0.09,0.09,2.56e-08,0.000139182,-0.000162603
534,2.675,0.09,0.09,2.59e-08,0.000147538,-0.00017179
535,2.68,0.09,0.09,2.59e-08,0.000155927,-0.00018102
536,2.685,0.09,0.09,2.64e-08,0.000164345,-0.000190288
537,2.69,0.09,0.09,2.67e-08,0.000172792,-0.000199592
538,2.695,0.09,0.09,2.72e-08,0.000181265,-0.000208928
539,2.7,0.09,0.09,2.76e-08,0.000189764,-0.000218292
540,2.705,0.09,0.09,2.93e-08,0.000198285,-0.00022768
541,2.71,0.09,0.09,2.91e-08,0.000206829,-0.000237092
542,2.715,0.09,0.09,2.89e-08,0.000215393,-0.000246526
543,2.72,0.09,0.09,2.88e-08,0.000223975,-0.00025598200000000003
544,2.725,0.09,0.09,2.86e-08,0.000232576,-0.00026545700000000003
545,2.73,0.09,0.09,2.83e-08,0.000241193,-0.00027495
546,2.735,0.09,0.09,2.8e-08,0.000249825,-0.00028445900000000004
547,2.74,0.09,0.09,2.78e-08,0.00025847,-0.000293983
548,2.745,0.09,0.09,2.75e-08,0.000267127,-0.00030351900000000003
549,2.75,0.09,0.09,2.68e-08,0.000275794,-0.000313066
550,2.755,0.09,0.09,2.56e-08,0.000284476,-0.000322627
551,2.76,0.09,0.09,2.54e-08,0.000293166,-0.00033219900000000004
552,2.765,0.09,0.09,2.51e-08,0.000301864,-0.00034177800000000005
553,2.77,0.09,0.09,2.5e-08,0.000310567,-0.000351362
554,2.775,0.09,0.09,2.55e-08,0.000319269,-0.000360946
555,2.78,0.09,0.09,2.56e-08,0.000327969,-0.000370526
556,2.785,0.09,0.09,2.56e-08,0.000336663,-0.0003801
557,2.79,0.09,0.09,2.57e-08,0.000345347,-0.00038966300000000005
558,2.795,0.09,0.09,2.57e-08,0.000354019,-0.00039921300000000004
559,2.8,0.09,0.09,2.55e-08,0.000362685,-0.000408754
560,2.805,0.09,0.09,2.63e-08,0.000371339,-0.000418284
561,2.81,0.09,0.09,9.55e-09,0.000379982,-0.00042778300000000005
562,2.815,0.09,0.09,2.64e-08,0.00038859,-0.00043727699999999997
563,2.82,0.09,0.09,2.82e-08,0.000397181,-0.00044673900000000003
564,2.825,0.09,0.09,2.54e-08,0.000405745,-0.000456166
565,2.83,0.09,0.09,2.78e-08,0.000414274,-0.00046556099999999997
566,2.835,0.09,0.09,2.83e-08,0.000422763,-0.00047491
567,2.84,0.09,0.09,2.85e-08,0.000431205,-0.00048421099999999996
568,2.845,0.09,0.09,2.87e-08,0.000439599,-0.000493458
569,2.85,0.09,0.09,2.9e-08,0.000447939,-0.00050265
570,2.855,0.09,0.09,2.92e-08,0.000456221,-0.000511779
571,2.86,0.09,0.09,2.94e-08,0.000464442,-0.000520843
572,2.865,0.09,0.09,2.96e-08,0.0004726,-0.00052984
573,2.87,0.09,0.09,2.84e-08,0.000480706,-0.00053878
574,2.875,0.09,0.09,2.91e-08,0.00048875,-0.0005476540000000001
575,2.88,0.09,0.09,2.99e-08,0.000496727,-0.000556459
576,2.885,0.09,0.09,3.13e-08,0.000504632,-0.000565195
577,2.89,0.09,0.09,3.15e-08,0.000512458,-0.000573854
578,2.895,0.09,0.09,3.26e-08,0.000520198,-0.000582432
579,2.9,0.09,0.09,3.33e-08,0.00052785,-0.000590925
580,2.905,0.09,0.09,3.41e-08,0.000535408,-0.000599327
581,2.91,0.09,0.09,3.59e-08,0.000542867,-0.000607634
582,2.915,0.09,0.09,3.61e-08,0.000550222,-0.000615839
583,2.92,0.09,0.09,1.55e-08,0.000557481,-0.000623928
584,2.925,0.09,0.09,1.74e-08,0.000564605,-0.000631907
585,2.93,0.09,0.09,1.76e-08,0.000571602,-0.000639761
586,2.935,0.09,0.09,1.75e-08,0.000578472,-0.000647487
587,2.94,0.09,0.09,1.75e-08,0.000585213,-0.0006550869999999999
588,2.945,0.09,0.09,1.76e-08,0.000591824,-0.000662558
589,2.95,0.09,0.09,1.77e-08,0.000598299,-0.0006699
590,2.955,0.09,0.09,1.78e-08,0.000604598,-0.000677129
591,2.96,0.09,0.09,1.83e-08,0.000610722,-0.0006842430000000001
592,2.965,0.09,0.09,1.83e-08,0.000616668,-0.00069124
593,2.97,0.09,0.09,1.82e-08,0.000622438,-0.000698121
594,2.975,0.09,0.09,1.84e-08,0.000628033,-0.000704887
595,2.98,0.09,0.09,1.86e-08,0.000633454,-0.000711536
596,2.985,0.09,0.09,1.87e-08,0.000638701,-0.00071807
597,2.99,0.09,0.09,1.88e-08,0.000643778,-0.000724488
598,2.995,0.09,0.09,1.84e-08,0.000648688,-0.0007307939999999999
599,3.0,0.09,0.09,1.8e-08,0.000653439,-0.000736992
600,3.005,0.09,0.09,1.81e-08,0.000658032,-0.0007430819999999999
601,3.01,0.09,0.09,1.86e-08,0.000662464,-0.00074906
602,3.015,0.09,0.09,1.88e-08,0.000666757,-0.0007549119999999999
603,3.02,0.09,0.09,1.88e-08,0.00067092,-0.0007606310000000001
604,3.025,0.09,0.09,1.85e-08,0.00067495,-0.000766214
605,3.03,0.09,0.09,1.81e-08,0.000678847,-0.00077166
606,3.035,0.09,0.09,1.82e-08,0.000682608,-0.0007769669999999999
607,3.04,0.09,0.09,1.82e-08,0.000686234,-0.000782134
608,3.045,0.09,0.09,1.84e-08,0.000689723,-0.000787159
609,3.05,0.09,0.09,1.85e-08,0.000693075,-0.0007920410000000001
610,3.055,0.09,0.09,1.93e-08,0.000696293,-0.000796783
611,3.06,0.09,0.09,1.73e-08,0.000699368,-0.0008013730000000001
612,3.065,0.09,0.09,1.94e-08,0.000702308,-0.000805823
613,3.07,0.09,0.09,1.98e-08,0.000705112,-0.000810128
614,3.075,0.09,0.09,1.99e-08,0.000707778,-0.0008142860000000001
615,3.08,0.09,0.09,2.01e-08,0.000710306,-0.000818295
616,3.085,0.09,0.09,2.02e-08,0.000712695,-0.0008221560000000001
617,3.09,0.09,0.09,2.05e-08,0.000714944,-0.0008258660000000001
618,3.095,0.09,0.09,2.07e-08,0.000717053,-0.0008294260000000001
619,3.1,0.09,0.09,2.06e-08,0.00071902,-0.0008328319999999999
620,3.105,0.09,0.09,2.07e-08,0.000720845,-0.000836085
621,3.11,0.09,0.09,2.1e-08,0.000722526,-0.000839182
622,3.115,0.09,0.09,2.12e-08,0.000724064,-0.0008421230000000001
623,3.12,0.09,0.09,2.13e-08,0.000725467,-0.000844915
624,3.125,0.09,0.09,2.14e-08,0.00072674,-0.000847562
625,3.13,0.09,0.09,2.16e-08,0.000727882,-0.000850065
626,3.135,0.09,0.09,2.19e-08,0.000728897,-0.0008524260000000001
627,3.14,0.09,0.09,2.21e-08,0.000729787,-0.000854645
628,3.145,0.09,0.09,2.23e-08,0.000730553,-0.0008567239999999999
629,3.15,0.09,0.09,2.26e-08,0.000731195,-0.0008586619999999999
630,3.155,0.09,0.09,2.31e-08,0.000731714,-0.0008604610000000001
631,3.16,0.09,0.09,2.36e-08,0.000732114,-0.0008621210000000001
632,3.165,0.09,0.09,2.43e-08,0.000732409,-0.0008636589999999999
633,3.17,0.09,0.09,2.51e-08,0.000732605,-0.00086508
634,3.175,0.09,0.09,2.31e-08,0.000732701,-0.000866378
635,3.18,0.09,0.09,2.3e-08,0.000732695,-0.0008675569999999999
636,3.185,0.09,0.09,2.3e-08,0.000732589,-0.000868616
637,3.19,0.09,0.09,2.31e-08,0.00073238,-0.000869553
638,3.195,0.09,0.09,2.3e-08,0.000732068,-0.000870365
639,3.2,0.09,0.09,2.29e-08,0.000731649,-0.00087105
640,3.205,0.09,0.09,2.29e-08,0.000731125,-0.000871609
641,3.21,0.09,0.09,2.3e-08,0.0007305,-0.000872045
642,3.215,0.09,0.09,2.29e-08,0.000729776,-0.0008723610000000001
643,3.22,0.09,0.09,2.29e-08,0.000728955,-0.0008725580000000001
644,3.225,0.09,0.09,2.29e-08,0.000728039,-0.000872637
645,3.23,0.09,0.09,2.29e-08,0.00072703,-0.0008726010000000001
646,3.235,0.09,0.09,2.29e-08,0.000725931,-0.000872453
647,3.24,0.09,0.09,2.29e-08,0.000724746,-0.000872195
648,3.245,0.09,0.09,2.3e-08,0.000723476,-0.00087183
649,3.25,0.09,0.09,2.31e-08,0.000722123,-0.000871358
650,3.255,0.09,0.09,2.3e-08,0.000720684,-0.000870778
651,3.26,0.09,0.09,2.29e-08,0.000719165,-0.000870094
652,3.265,0.09,0.09,2.29e-08,0.000717568,-0.000869309
653,3.27,0.09,0.09,2.29e-08,0.000715898,-0.000868427
654,3.275,0.09,0.09,2.29e-08,0.000714157,-0.00086745
655,3.28,0.09,0.09,2.3e-08,0.000712349,-0.000866384
656,3.285,0.09,0.09,2.29e-08,0.000710477,-0.000865231
657,3.29,0.09,0.09,2.29e-08,0.000708546,-0.000863994
658,3.295,0.09,0.09,2.3e-08,0.000706556,-0.000862675
659,3.3,0.09,0.09,2.3e-08,0.000704508,-0.000861275
660,3.305,0.09,0.09,2.3e-08,0.000702405,-0.0008597969999999999
661,3.31,0.09,0.09,2.3e-08,0.000700252,-0.000858247
662,3.315,0.09,0.09,2.29e-08,0.000698053,-0.000856627
663,3.32,0.09,0.09,2.29e-08,0.000695813,-0.000854944
664,3.325,0.09,0.09,2.33e-08,0.000693535,-0.000853201
665,3.33,0.09,0.09,2.35e-08,0.000691226,-0.000851403
666,3.335,0.09,0.09,2.33e-08,0.000688887,-0.000849555
667,3.34,0.09,0.09,2.33e-08,0.000686523,-0.000847659
668,3.345,0.09,0.09,2.32e-08,0.000684133,-0.000845716
669,3.35,0.09,0.09,2.31e-08,0.00068172,-0.00084373
670,3.355,0.09,0.09,2.31e-08,0.000679286,-0.000841701
671,3.36,0.09,0.09,2.32e-08,0.000676834,-0.0008396339999999999
672,3.365,0.09,0.09,2.31e-08,0.000674369,-0.000837533
673,3.37,0.09,0.09,2.42e-08,0.000671897,-0.0008354069999999999
674,3.375,0.09,0.09,2.41e-08,0.000669422,-0.0008332589999999999
675,3.38,0.09,0.09,2.38e-08,0.000666947,-0.0008310910000000001
676,3.385,0.09,0.09,2.35e-08,0.000664476,-0.000828908
677,3.39,0.09,0.09,2.29e-08,0.000662012,-0.0008267130000000001
678,3.395,0.09,0.09,2.25e-08,0.000659558,-0.00082451
679,3.4,0.09,0.09,2.23e-08,0.000657116,-0.000822303
680,3.405,0.09,0.09,2.23e-08,0.000654689,-0.000820095
681,3.41,0.09,0.09,2.28e-08,0.00065227,-0.0008178780000000001
682,3.415,0.09,0.09,2.29e-08,0.000649871,-0.000815665
683,3.42,0.09,0.09,2.33e-08,0.00064749,-0.0008134539999999999
684,3.425,0.09,0.09,2.33e-08,0.000645128,-0.000811248
685,3.43,0.09,0.09,2.28e-08,0.000642786,-0.000809046
686,3.435,0.09,0.09,2.27e-08,0.00064047,-0.000806857
687,3.44,0.09,0.09,2.26e-08,0.000638186,-0.000804685
688,3.445,0.09,0.09,2.26e-08,0.000635933,-0.000802532
689,3.45,0.09,0.09,2.25e-08,0.000633715,-0.0008003999999999999
690,3.455,0.09,0.09,2.24e-08,0.000631533,-0.000798293
691,3.46,0.09,0.09,2.23e-08,0.00062939,-0.000796213
692,3.465,0.09,0.09,2.23e-08,0.000627287,-0.000794161
693,3.47,0.09,0.09,2.26e-08,0.000625224,-0.00079214
694,3.475,0.09,0.09,2.22e-08,0.000623205,-0.000790151
695,3.48,0.09,0.09,2.21e-08,0.000621231,-0.000788198
696,3.485,0.09,0.09,2.2e-08,0.000619305,-0.000786283
697,3.49,0.09,0.09,2.2e-08,0.000617428,-0.0007844089999999999
698,3.495,0.09,0.09,2.19e-08,0.000615603,-0.0007825789999999999
699,3.5,0.09,0.09,2.18e-08,0.00061383,-0.000780793
700,3.505,0.09,0.09,2.16e-08,0.000612113,-0.000779055
701,3.51,0.09,0.09,2.15e-08,0.00061045,-0.000777366
702,3.515,0.09,0.09,2.15e-08,0.000608844,-0.000775726
703,3.52,0.09,0.09,2.15e-08,0.000607294,-0.0007741380000000001
704,3.525,0.09,0.09,2.15e-08,0.000605803,-0.0007726030000000001
705,3.53,0.09,0.09,2.15e-08,0.000604367,-0.0007711189999999999
706,3.535,0.09,0.09,2.16e-08,0.000602988,-0.000769688
707,3.54,0.09,0.09,2.16e-08,0.000601667,-0.00076831
708,3.545,0.09,0.09,2.16e-08,0.000600404,-0.0007669889999999999
709,3.55,0.09,0.09,2.16e-08,0.000599203,-0.000765725
710,3.555,0.09,0.09,2.16e-08,0.000598062,-0.00076452
711,3.56,0.09,0.09,2.16e-08,0.000596985,-0.0007633760000000001
712,3.565,0.09,0.09,2.16e-08,0.000595972,-0.0007622960000000001
713,3.57,0.09,0.09,2.17e-08,0.000595023,-0.0007612789999999999
714,3.575,0.09,0.09,2.17e-08,0.000594141,-0.000760328
715,3.58,0.09,0.09,2.17e-08,0.000593327,-0.000759445
716,3.585,0.09,0.09,2.17e-08,0.000592581,-0.000758632
717,3.59,0.09,0.09,2.16e-08,0.000591907,-0.00075789
718,3.595,0.09,0.09,2.15e-08,0.000591303,-0.0007572210000000001
719,3.6,0.09,0.09,2.16e-08,0.000590773,-0.0007566280000000001
720,3.605,0.09,0.09,2.16e-08,0.000590317,-0.0007561110000000001
721,3.61,0.09,0.09,2.16e-08,0.000589937,-0.000755672
722,3.615,0.09,0.09,2.17e-08,0.000589633,-0.0007553130000000001
723,3.62,0.09,0.09,2.17e-08,0.000589406,-0.000755036
724,3.625,0.09,0.09,2.17e-08,0.000589271,-0.0007548539999999999
725,3.63,0.09,0.09,2.18e-08,0.000589237,-0.000754778
726,3.635,0.09,0.09,2.18e-08,0.000589302,-0.0007548069999999999
727,3.64,0.09,0.09,2.18e-08,0.000589468,-0.000754942
728,3.645,0.09,0.09,2.18e-08,0.000589733,-0.000755183
729,3.65,0.09,0.09,2.18e-08,0.000590098,-0.00075553
730,3.655,0.09,0.09,2.18e-08,0.000590562,-0.0007559839999999999
731,3.66,0.09,0.09,2.18e-08,0.000591125,-0.000756545
732,3.665,0.09,0.09,2.18e-08,0.000591786,-0.000757212
733,3.67,0.09,0.09,2.18e-08,0.000592545,-0.0007579860000000001
734,3.675,0.09,0.09,2.22e-08,0.000593401,-0.000758867
735,3.68,0.09,0.09,2.18e-08,0.000594349,-0.000759848
736,3.685,0.09,0.09,2.18e-08,0.00059539,-0.000760933
737,3.69,0.09,0.09,2.18e-08,0.000596525,-0.000762122
738,3.695,0.09,0.09,2.15e-08,0.000597754,-0.000763417
739,3.7,0.09,0.09,2.15e-08,0.00059908,-0.00076482
740,3.705,0.09,0.09,2.14e-08,0.000600503,-0.0007663310000000001
741,3.71,0.09,0.09,2.14e-08,0.000602023,-0.000767952
742,3.715,0.09,0.09,2.14e-08,0.000603641,-0.0007696830000000001
743,3.72,0.09,0.09,2.15e-08,0.000605359,-0.0007715269999999999
744,3.725,0.09,0.09,2.14e-08,0.000607176,-0.000773483
745,3.73,0.09,0.09,2.13e-08,0.000609092,-0.000775553
746,3.735,0.09,0.09,2.13e-08,0.000611109,-0.000777737
747,3.74,0.09,0.09,2.12e-08,0.000613226,-0.000780036
748,3.745,0.09,0.09,2.12e-08,0.000615443,-0.0007824510000000001
749,3.75,0.09,0.09,2.12e-08,0.000617767,-0.000784987
750,3.755,0.09,0.09,2.12e-08,0.000620201,-0.0007876480000000001
751,3.76,0.09,0.09,2.11e-08,0.000622744,-0.000790435
752,3.765,0.09,0.09,2.1e-08,0.000625396,-0.0007933460000000001
753,3.77,0.09,0.09,2.1e-08,0.000628156,-0.000796383
754,3.775,0.09,0.09,2.08e-08,0.000631023,-0.0007995439999999999
755,3.78,0.09,0.09,2.07e-08,0.000633997,-0.0008028289999999999
756,3.785,0.09,0.09,2.06e-08,0.000637077,-0.000806237
757,3.79,0.09,0.09,2.06e-08,0.000640262,-0.0008097689999999999
758,3.795,0.09,0.09,2.05e-08,0.000643551,-0.0008134230000000001
759,3.8,0.09,0.09,2.04e-08,0.000646941,-0.000817197
760,3.805,0.09,0.09,2.04e-08,0.000650431,-0.000821091
761,3.81,0.09,0.09,2.03e-08,0.000654022,-0.000825103
762,3.815,0.09,0.09,2.03e-08,0.000657711,-0.000829235
763,3.82,0.09,0.09,2.02e-08,0.0006615,-0.000833486
764,3.825,0.09,0.09,2.01e-08,0.000665386,-0.000837855
765,3.83,0.09,0.09,2.02e-08,0.000669369,-0.000842341
766,3.835,0.09,0.09,2.03e-08,0.000673443,-0.00084694
767,3.84,0.09,0.09,2.02e-08,0.000677608,-0.0008516489999999999
768,3.845,0.09,0.09,2.01e-08,0.000681862,-0.00085647
769,3.85,0.09,0.09,2.01e-08,0.000686206,-0.0008614030000000001
770,3.855,0.09,0.09,2e-08,0.000690638,-0.000866445
771,3.86,0.09,0.09,1.99e-08,0.000695157,-0.000871597
772,3.865,0.09,0.09,1.98e-08,0.000699763,-0.0008768589999999999
773,3.87,0.09,0.09,1.97e-08,0.000704456,-0.0008822289999999999
774,3.875,0.09,0.09,2.01e-08,0.000709233,-0.0008877080000000001
775,3.88,0.09,0.09,1.96e-08,0.000714095,-0.000893294
776,3.885,0.09,0.09,1.95e-08,0.000719041,-0.000898988
777,3.89,0.09,0.09,1.94e-08,0.00072407,-0.0009047889999999999
778,3.895,0.09,0.09,1.94e-08,0.00072918,-0.000910695
779,3.9,0.09,0.09,1.93e-08,0.000734371,-0.000916707
780,3.905,0.09,0.09,1.92e-08,0.000739644,-0.0009228239999999999
781,3.91,0.09,0.09,1.91e-08,0.000744997,-0.000929048
782,3.915,0.09,0.09,1.9e-08,0.000750431,-0.000935376
783,3.92,0.09,0.09,1.89e-08,0.000755943,-0.0009418089999999999
784,3.925,0.09,0.09,1.88e-08,0.000761533,-0.000948345
785,3.93,0.09,0.09,1.88e-08,0.0007672,-0.000954984
786,3.935,0.09,0.09,1.83e-08,0.000772947,-0.00096173
787,3.94,0.09,0.09,1.87e-08,0.000778769,-0.000968577
